ID;Name;Sex;Age;Height;Weight;Team;NOC;Games;Year;Season;City;Sport;Event;Medal
70551;Liu Changchun;M;22;NA;NA;China;CHN;1932 Summer;1932;Summer;Los Angeles;Athletics;Athletics Men's 100 metres;NA
70551;Liu Changchun;M;22;NA;NA;China;CHN;1932 Summer;1932;Summer;Los Angeles;Athletics;Athletics Men's 200 metres;NA
54765;Jia Lianren;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 1,500 metres;NA
20228;Chen Kingkwan;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 100 metres;NA
70551;Liu Changchun;M;26;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 100 metres;NA
95672;Poh Kimseng;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 100 metres;NA
50667;Huang Yingjie;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 110 metres Hurdles;NA
69993;Lin Shaozhou;M;27;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 110 metres Hurdles;NA
20228;Chen Kingkwan;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 200 metres;NA
70551;Liu Changchun;M;26;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 200 metres;NA
95672;Poh Kimseng;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 200 metres;NA
20228;Chen Kingkwan;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 4 x 100 metres Relay;NA
50667;Huang Yingjie;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 4 x 100 metres Relay;NA
70551;Liu Changchun;M;26;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 4 x 100 metres Relay;NA
95672;Poh Kimseng;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 4 x 100 metres Relay;NA
118830;"L. ""Leonard"" Tay";M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 400 metres;NA
17290;Cai Tsungyi;M;22;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 50 kilometres Walk;NA
19746;Chang Chanchiu;M;22;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 50 kilometres Walk;NA
19816;Chao Yuyen;M;25;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's 50 kilometres Walk;NA
19780;Chang Singchow;M;20;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Decathlon;NA
43964;Guo Jie;M;24;181;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Discus Throw;NA
70305;Ling Peigeng;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Discus Throw;NA
131765;Wu Bixian;M;22;178;68;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's High Jump;NA
49248;Hoh Chunde;M;27;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Javelin Throw;NA
20618;Chia Gwechang;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Long Jump;NA
49248;Hoh Chunde;M;27;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Long Jump;NA
111457;Situ Guong;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Long Jump;NA
128650;Wang Zhenglin;M;23;166;57;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Marathon;NA
37393;Fu Baolu;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Pole Vault;NA
20154;Chen Baoqiu;M;25;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Shot Put;NA
20618;Chia Gwechang;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Triple Jump;NA
111457;Situ Guong;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Triple Jump;NA
128560;Wang Shilin;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Men's Triple Jump;NA
69480;Li Sen;F;22;168;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Women's 100 metres;NA
34615;Feng Niehhwa;M;22;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
50529;Hsu Chaohsung;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
69485;Li Shaotang;M;22;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
70547;Liu Baocheng;M;19;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
70698;Liu Yunchang;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
82554;Mou Tsyun;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
109555;Shen Yikung;M;18;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
122189;Tsai Yenhung;M;20;183;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
128472;Wang Hungpin;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
128557;Wang Shihsuan;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
128641;Wang Yutseng;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
131439;Wong Nanchen;M;20;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
133295;Yu Chinghsiao;M;24;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Basketball;Basketball Men's Basketball;NA
128640;Wang Yunlan;M;23;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Boxing;Boxing Men's Light-Heavyweight;NA
20779;Chin Kuaiti;M;21;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Boxing;Boxing Men's Middleweight;NA
130974;Howard Wing;M;20;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Cycling;Cycling Men's Sprint;NA
7596;Bao Jiaping;M;27;177;55;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
17992;Cao Guicheng;M;25;160;61;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
20333;Chen Zhenhe;M;30;165;67;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
34610;Feng Jingxiang;M;29;170;63;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
50632;Huang Meishun;M;28;172;72;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
69387;Li Huitang;M;30;180;75;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
69497;Li Tiansheng;M;30;168;59;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
116467;Sun Jinshun;M;29;168;80;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
118267;Tan Jiangbai;M;24;178;74;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
132091;Xu Yahui;M;23;171;64;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
132735;Ye Beihua;M;29;163;64;China;CHN;1936 Summer;1936;Summer;Berlin;Football;Football Men's Football;NA
19664;Charlie Chan;M;25;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Swimming;Swimming Men's 100 metres Freestyle;NA
132924;Yeung Sauking;F;17;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Swimming;Swimming Women's 100 metres Backstroke;NA
132924;Yeung Sauking;F;17;NA;NA;China;CHN;1936 Summer;1936;Summer;Berlin;Swimming;Swimming Women's 100 metres Freestyle;NA
108619;Seng Liang;M;23;NA;59;China;CHN;1936 Summer;1936;Summer;Berlin;Weightlifting;Weightlifting Men's Featherweight;NA
131445;Wong Seahkee;M;23;NA;59;China;CHN;1936 Summer;1936;Summer;Berlin;Weightlifting;Weightlifting Men's Featherweight;NA
90234;Own Kongding;M;22;NA;67;China;CHN;1936 Summer;1936;Summer;Berlin;Weightlifting;Weightlifting Men's Lightweight;NA
20201;Chen Hsiao-Nan;M;40;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Art Competitions;Art Competitions Mixed Painting, Graphic Arts;NA
19751;Chang Chien-Ying;F;35;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Art Competitions;Art Competitions Mixed Painting, Paintings;NA
20383;Cheng Wu-Fei;M;36;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Art Competitions;Art Competitions Mixed Painting, Paintings;NA
116587;Sung Tsong-Wei;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Art Competitions;Art Competitions Mixed Painting, Paintings;NA
134422;Zhang Anzhi;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Art Competitions;Art Competitions Mixed Painting, Unknown Event;NA
72392;Luo Wenao;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Athletics;Athletics Men's 10,000 metres;NA
20316;Chen Yinglang;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Athletics;Athletics Men's 400 metres;NA
50625;Huang Liangzheng;M;26;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Athletics;Athletics Men's 400 metres Hurdles;NA
72392;Luo Wenao;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Athletics;Athletics Men's 5,000 metres;NA
72392;Luo Wenao;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Athletics;Athletics Men's Marathon;NA
20615;Chia Chungchang;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
21366;Chua Bonhua;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
65517;Kya Iskyun;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
67849;Edward Lee;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
68178;Lee Tsuntung;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
91165;"Sungyan ""John"" Pao";M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
129221;Wee Tian Siak;M;27;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
131767;Wu Chengzhang;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
132755;Yee Jin;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
133355;Yu Saichang;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Basketball;Basketball Men's Basketball;NA
130974;Howard Wing;M;32;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Cycling;Cycling Men's Sprint;NA
46944;He Yingfen;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
50197;Hou Rongsheng;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
69328;Li Dahui;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
70643;Liu Songsheng;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
113135;Song Lingsheng;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
129638;Wenliang Xie;M;23;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
132034;Xin Yanshi;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
134423;Zhang Banglun;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
134485;Zhang Jinhai;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
134866;Zhu Yongqiang;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
135272;Zou Wenzhi;M;NA;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Football;Football Men's Football;NA
131773;Wu Chuanyu;M;19;NA;NA;China;CHN;1948 Summer;1948;Summer;London;Swimming;Swimming Men's 100 metres Freestyle;NA
131773;Wu Chuanyu;M;23;NA;NA;China;CHN;1952 Summer;1952;Summer;Helsinki;Swimming;Swimming Men's 100 metres Backstroke;NA
94552;Piao Dongyi;M;32;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Alpine Skiing;Alpine Skiing Men's Giant Slalom;NA
94552;Piao Dongyi;M;32;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Alpine Skiing;Alpine Skiing Men's Slalom;NA
128449;Wang Guizhen;F;19;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Alpine Skiing;Alpine Skiing Women's Giant Slalom;NA
128449;Wang Guizhen;F;19;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Alpine Skiing;Alpine Skiing Women's Slalom;NA
45455;Han Jinsuo;M;20;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 10 kilometres Sprint;NA
69524;Li Xiaoming;M;22;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 10 kilometres Sprint;NA
113161;Song Yongjun;M;21;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 10 kilometres Sprint;NA
128639;Wang Yumjie;M;29;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 20 kilometres;NA
132994;Ying Zhenshan;M;23;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 20 kilometres;NA
69524;Li Xiaoming;M;22;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 4 x 7.5 kilometres Relay;NA
113161;Song Yongjun;M;21;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 4 x 7.5 kilometres Relay;NA
128639;Wang Yumjie;M;29;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 4 x 7.5 kilometres Relay;NA
132994;Ying Zhenshan;M;23;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Biathlon;Biathlon Men's 4 x 7.5 kilometres Relay;NA
69970;Lin Guanghao;M;20;170;65;China;CHN;1980 Winter;1980;Winter;Lake Placid;Cross Country Skiing;Cross Country Skiing Men's 15 kilometres;NA
99916;Ren Guiping;F;19;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Cross Country Skiing;Cross Country Skiing Women's 10 kilometres;NA
99916;Ren Guiping;F;19;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Cross Country Skiing;Cross Country Skiing Women's 5 kilometres;NA
132106;Xu Zhaoxiao;M;14;169;54;China;CHN;1980 Winter;1980;Winter;Lake Placid;Figure Skating;Figure Skating Men's Singles;NA
7599;Bao Zhenghua;F;14;158;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Figure Skating;Figure Skating Women's Singles;NA
69383;Li Huchun;M;23;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 1,000 metres;NA
128542;Wang Nianchun;M;23;164;54;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 1,000 metres;NA
134670;Zhao Weichang;M;29;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 1,000 metres;NA
43952;Guo Chengjiang;M;24;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 1,500 metres;NA
69383;Li Huchun;M;23;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 1,500 metres;NA
134670;Zhao Weichang;M;29;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 1,500 metres;NA
116061;Su He;M;22;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 500 metres;NA
128542;Wang Nianchun;M;23;164;54;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 500 metres;NA
134670;Zhao Weichang;M;29;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Men's 500 metres;NA
17993;Cao Guifeng;F;19;160;57;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,000 metres;NA
109557;Shen Zhenshu;F;18;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,000 metres;NA
134501;Zhang Li;F;17;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,000 metres;NA
20266;Chen Shuhua;F;21;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,500 metres;NA
62432;Kong Meiyu;F;19;158;48;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,500 metres;NA
109534;Shen Guoqin;F;18;164;58;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,500 metres;NA
62432;Kong Meiyu;F;19;158;48;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 3,000 metres;NA
94553;Piao Meiji;F;22;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 3,000 metres;NA
17993;Cao Guifeng;F;19;160;57;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 500 metres;NA
109534;Shen Guoqin;F;18;164;58;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 500 metres;NA
128510;Wang Limei;F;18;NA;NA;China;CHN;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 500 metres;NA
69440;Li Lingjuan;F;18;166;62;China;CHN;1984 Summer;1984;Summer;Los Angeles;Archery;Archery Women's Individual;Silver
118273;Tan Liangde;M;19;170;65;China;CHN;1984 Summer;1984;Summer;Los Angeles;Diving;Diving Men's Springboard;Silver
71644;Lou Yun;M;20;158;53;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Floor Exercise;Silver
121031;Tong Fei;M;23;166;61;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Horizontal Bar;Silver
69459;Li Ning;M;20;164;58;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Horse Vault;Silver
69459;Li Ning;M;20;164;58;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Team All-Around;Silver
69527;Li Xiaoping;M;21;172;65;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Team All-Around;Silver
69572;Li Yuejiu;M;26;154;60;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Team All-Around;Silver
71644;Lou Yun;M;20;158;53;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Team All-Around;Silver
121031;Tong Fei;M;23;166;61;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Team All-Around;Silver
132109;Xu Zhiqiang;M;21;160;53;China;CHN;1984 Summer;1984;Summer;Los Angeles;Gymnastics;Gymnastics Men's Team All-Around;Silver
65972;Lai Runming;M;21;161;56;China;CHN;1984 Summer;1984;Summer;Los Angeles;Weightlifting;Weightlifting Men's Bantamweight;Silver
134804;Zhou Peishun;M;22;162;52;China;CHN;1984 Summer;1984;Summer;Los Angeles;Weightlifting;Weightlifting Men's Flyweight;Silver
69350;Li Guangquan;M;23;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Men's Giant Slalom;NA
70549;Liu Changcheng;M;22;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Men's Giant Slalom;NA
131779;Wu Deqiang;M;20;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Men's Giant Slalom;NA
69350;Li Guangquan;M;23;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Men's Slalom;NA
70549;Liu Changcheng;M;22;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Men's Slalom;NA
131779;Wu Deqiang;M;20;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Men's Slalom;NA
54898;Jin Xuefei;F;19;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Women's Giant Slalom;NA
128449;Wang Guizhen;F;23;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Women's Giant Slalom;NA
54898;Jin Xuefei;F;19;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Women's Slalom;NA
128449;Wang Guizhen;F;23;NA;NA;China;CHN;1984 Winter;1984;Winter;Sarajevo;Alpine Skiing;Alpine Skiing Women's Slalom;NA
6383;Ba Yongshan;M;22;180;70;China;CHN;1984 Summer;1984;Summer;Los Angeles;Archery;Archery Men's Individual;NA
34625;Feng Zemin;M;26;172;73;China;CHN;1984 Summer;1984;Summer;Los Angeles;Archery;Archery Men's Individual;NA
134623;Zhang Zheng;M;21;181;78;China;CHN;1984 Summer;1984;Summer;Los Angeles;Archery;Archery Men's Individual;NA
128483;Wang Jin;F;23;171;68;China;CHN;1984 Summer;1984;Summer;Los Angeles;Archery;Archery Women's Individual;NA
131836;Wu Yanan;F;19;169;62;China;CHN;1984 Summer;1984;Summer;Los Angeles;Archery;Archery Women's Individual;NA
133392;Yu Zhuanghui;M;22;174;64;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's 100 metres;NA
69409;Li Jieqiang;M;25;187;68;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's 110 metres Hurdles;NA
133391;Yu Zhicheng;M;21;187;75;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's 110 metres Hurdles;NA
134450;Zhang Fuxin;M;22;174;58;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's 20 kilometres Walk;NA
133392;Yu Zhuanghui;M;22;174;64;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's 200 metres;NA
134450;Zhang Fuxin;M;22;174;58;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's 50 kilometres Walk;NA
129620;Weng Kangqiang;M;25;183;78;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's Decathlon;NA
17287;Cai Shu;M;22;176;68;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's High Jump;NA
70701;Liu Yunpeng;M;21;192;85;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's High Jump;NA
70695;Liu Yuhuang;M;25;176;67;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's Long Jump;NA
128559;Wang Shijie;M;20;180;72;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's Long Jump;NA
54760;Ji Zebiao;M;19;172;62;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's Pole Vault;NA
132548;Yang Weimin;M;26;185;72;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's Pole Vault;NA
135274;Zou Zhenxian;M;28;184;72;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Men's Triple Jump;NA
70590;Liu Huajin;F;23;174;65;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's 100 metres Hurdles;NA
54811;Jiao Yunxiang;F;27;169;82;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's Discus Throw;NA
39259;Ge Ping;F;23;169;56;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's High Jump;NA
132550;Yang Wenqin;F;24;175;60;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's High Jump;NA
134726;Zheng Dazhen;F;24;175;61;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's High Jump;NA
134842;Zhu Hongyang;F;20;174;78;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's Javelin Throw;NA
69638;Liao Wenfen;F;21;169;53;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's Long Jump;NA
69447;Li Meisu;F;25;176;92;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's Shot Put;NA
132563;Yang Yanqin;F;17;168;110;China;CHN;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's Shot Put;NA
50583;Hu Zhangbao;M;21;216;135;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
50670;Huang Yunlong;M;24;200;95;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
54761;Ji Zhaoguang;M;27;194;90;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
64494;Kuang Lubin;M;28;194;85;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
69544;Li Yaguang;M;26;188;83;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
70596;Liu Jianli;M;27;192;90;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
71911;Lu Jinqing;M;21;188;84;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
116458;Sun Fengwu;M;22;190;85;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
128454;Wang Haibo;M;18;206;105;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
128507;Wang Libin;M;21;201;105;China;CHN;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA
